name,genre,summary,director,release_year,image_url
Aviva,Drama,"A selfish and haughty woman falls in love, but must come to terms with people she hurt in the past.",Aniedi Awah Noba,2021,"https://m.media-amazon.com/images/M/MV5BZjJkZmViZjUtOWMxNi00OThiLTg4Y2ItZGI2YjcyNTcyNGQ1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR7,0,67,98_AL_.jpg"
Ogadi,Drama,"Chosen to marry an eligible bachelor, Ogadi's life soon turns nightmarish.",Tissy Nnachi,2021,"https://m.media-amazon.com/images/M/MV5BZmNhYjBmYWUtYWFlYi00ZDE3LWJlMDEtY2MyMWVmNjg0N2MyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Miracle Centre,Comedy,,Niyi Towolawi,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Kylie's Quest,Drama,"A new boss is surprised by the sudden change in attitude of one of his staff, but there's more to the situation than meets the eye.",Umanu Elijah,2021,"https://m.media-amazon.com/images/M/MV5BZTY2YmEzZDMtMGQ1MC00NTIxLWIxMGMtNTQwMzVjOWRmMmJmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Obsession,Thriller,"The crack in their marriage is widened by the arrival of their neighbor CHLOE. Ashley tries to befriend her, unknown to Ashley, Chloe has been seeing a psychologist for body dysmorphia.",Chidiebere Nwosu,2022,"https://m.media-amazon.com/images/M/MV5BMzc2ZTc1ZjEtZjFjMy00NTZkLWI1ZDUtMTQxMDQzMGJkNzhhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Faith Beyond Fate,Drama,"May's patience is stretched by a resentful, bitter husband, but one thing keeps her going.",Pascal Amanfo,2020,"https://m.media-amazon.com/images/M/MV5BYjY1ZjA4M2QtYThlYS00ZmIyLWFkNjYtNWM0M2ZlNjA1MWY0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Passionate Encounter,Drama,A harmless decision taken by Mary will turn out to be the worst nightmare in her marital life.,Teco Benson,2022,"https://m.media-amazon.com/images/M/MV5BZjIzM2QyNjItY2IwNi00ZWUwLThlNGUtZjQzNjM0MTk5ZTIwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Quagmire,Drama,Kolade's life takes a new turn when his wife invites another woman into their home to spice up their love life.,A.N.U.,2019,"https://m.media-amazon.com/images/M/MV5BNjlmZjM1YjYtYTQ4MC00NjE5LWI3ZGItZWVjOGJiMjM1NGQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Larry Cold,Romance,"Larry, a grouchy young man, meets Precious by chance and decides to consider a relationship before a life-altering occurrence prompts them to fall in love in the most unexpected way.",Toyin Odukoya,2021,"https://m.media-amazon.com/images/M/MV5BZGRhMDcxZWEtNzQxNS00YTQ0LWE1MDAtZjRlOWRiODdiYjNlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Ogere,Drama,,Akinkongi,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Rancor,Drama,"Dasola hates her brother Murewa, a fact that breaks their mother's heart. When Dasola gets into a fight with her boyfriend that leads to a federal crime, the family must come together to make a sacrifice.",Bola Akanbi,2022,"https://m.media-amazon.com/images/M/MV5BZWJmYzUyMDgtODUwOS00NGY1LWJkYmUtZjExY2Y1NzhjMGI4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Stigma,Drama,,Okey-Zubelu Okoh,2022,"https://m.media-amazon.com/images/M/MV5BYzU1ZDNiYzktZjA5Zi00Y2UxLThhZWMtZjdkZmFkN2Y2NDJjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR18,0,67,98_AL_.jpg"
For Better for Trouble,Comedy,Tensions rise in the household of a newly married couple when the husband brings home an uncouth maid.,Victor Okpala,2021,"https://m.media-amazon.com/images/M/MV5BYjU3OTc0NWQtODgyMy00NDcyLTgzNjQtN2Q4NWIxZDNkOGRlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Don't Leave Me,Drama,Afam puts his marriage on hold when he is called upon for an urgent mission.,Andy Amenechi,2022,"https://m.media-amazon.com/images/M/MV5BZDYzZmRhMTgtMWFmNS00YmMzLTgzYTgtMDU3ZTI0NmYzNGRkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Honeymoon Palava,Comedy,A newlywed couple get caught up in a nightmarish series of events 48 hours after their wedding.,Samuel Olatunji,2021,"https://m.media-amazon.com/images/M/MV5BYjAyODg0MzEtNzg2OC00ZDBjLWE2NjEtNzc3YjVhMWY2ZTY5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR13,0,67,98_AL_.jpg"
Out of My League,Romance,Adesua goes on a rebound fling right after a painful breakup. She struggles to contain her feelings as her romantic subject is socially out of her league.,Sobe Charles Umeh,2020,"https://m.media-amazon.com/images/M/MV5BODg3YWE1MjUtYWNiYS00NTMyLWIzMGItZDRlYmUwNmRkNzg1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Diary of the Damned,Drama,"Just as Fatima is about to give in to a boy she has been flirting with, she discovers disturbing facts about him, his mother and his past relationships.",Judith Audu,2019,"https://m.media-amazon.com/images/M/MV5BNzhiOTRiNzctOTUyYi00NjFmLWFhMzYtMGJlZWMwODhlNjgwXkEyXkFqcGdeQXVyODY3MjIwODg@._V1_UX67_CR0,0,67,98_AL_.jpg"
Entangle,Drama,"Charlton is a broken yet charming writer, seeking to make restitution. He will find the peace he seeks but at a price.",Charles Uwagbai,2021,"https://m.media-amazon.com/images/M/MV5BN2RkZjI2NjktMzVmOS00MWZhLTg2NjAtOThlYWFlZDk4ZTY0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Adunni,Drama,"Harboring resentment from the past, a bitter woman commits to making life unbearable for her niece.",Uche Agbo,2021,"https://m.media-amazon.com/images/M/MV5BYjM4NzY5NmUtM2ZlNi00NzM5LTk4YjQtMDlmMThjOGFlYTEyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Comfort Me,Drama,"Knowing his own death is imminent, Tega plans a memorable event to help his wife cope.",Desmond Elliot,2022,"https://m.media-amazon.com/images/M/MV5BOGM1Y2I0MzUtZmY0ZS00ODkzLThmYTQtZjgwZDcyOWIzNzFjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
What a Weekend,"Comedy, Drama",,Aniedi Awah Noba,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Emem,Drama,Emem's marriage to Odera is strongly opposed by a relative who has a firm grip over him.,Tissy Nnachi,2022,"https://m.media-amazon.com/images/M/MV5BY2ViOWEyYmQtZWIwNS00OWY1LWIwYTItYmY5MTU3NjJmMjYyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR10,0,67,98_AL_.jpg"
Slay Queen,Drama,A father of one decides not to settle down with a lady who cares for his daughter but an Instagram slay queen who was desperate to link up with him. Is the relationship going to be fruitful?,Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BMWY0YmEwMzgtMmE2Ny00NjIyLThiYWEtZDgwYjJhYTE2OWQ3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Let Karma,Drama,"Driven apart by the stresses of life, a husband and wife must face their changing love. Will love triumph through the darkness?",Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BMzNiYjNlMjAtM2FlMS00NzgwLTlkYWUtZjVmYzU0NTQ5ODNjXkEyXkFqcGdeQXVyMTAyNTA5MDkw._V1_UY98_CR8,0,67,98_AL_.jpg"
De Wedding Gift,"Comedy, Drama","A happy couple are staging their dream wedding, but when the time comes to open the gifts, secrets are revealed.",Emmanuel Unegbu,2021,"https://m.media-amazon.com/images/M/MV5BMTY0MDc4MWYtYTI4Mi00MzFjLTkzOTItNThjMzU0ODIyZjhiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Size 12,"Comedy, Drama",Jide's unrealistic demands on his girlfriend's weight push her into the arms of another man.,Tope Alake,2019,"https://m.media-amazon.com/images/M/MV5BZjI2MTA0OGUtYjBmMi00YTRhLWE3YTAtMDcwOTQ0MTBiMjFjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Loving Daniella,Drama,"Efe and Daniella's marriage is a profoundly unique union that exhibits the perfect example of ""unconditional love"" or does it? Daniella is a beautifully alluring young women who has a ...                See full summary »",Ike Nnaebue,2019,"https://m.media-amazon.com/images/M/MV5BNGJhZGU0M2EtOGEyZS00MzFiLTk4YmYtMTU0NWY0MWEyMDVhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Father,Drama,"All Bimbo ever wanted was to be a father to his children and a husband to his wife, but providence has a different plan.",Uyoyou Adia, 2020,"https://m.media-amazon.com/images/M/MV5BYzgzNDBjNWEtYWIzMi00ZWM0LWE3NzQtZGZkZmQzYzYzNjgyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Consequence,Drama,"He nursed envy for decades, saw an opportunity to stab a friend and he took it.",Ikechukwu Chiaghana,2021,"https://m.media-amazon.com/images/M/MV5BYzQwNjM0ZGQtMDczZS00NzdhLTlkZWMtMTRiNWRmNjRkY2UwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Detour,Thriller,"Tari wakes up lost in the forest while Alex, a youth corper discovers his military father's past. With one phone call, their paths intersect. Miles apart, they must uncover and expose a massive conspiracy before time runs out.",Jide Okeke, 2021,"https://m.media-amazon.com/images/M/MV5BM2RjYWRiZTItODcxMi00NjFlLWE0YWItNWM5NWU3ZWI1NWQ4XkEyXkFqcGdeQXVyMTQyOTgwNjk3._V1_UY98_CR5,0,67,98_AL_.jpg"
Dysfunction,"Action, Adventure, Drama","DYSFUNCTION is a 2021 Nollywood thriller film. It is directed by Muyiwa Aluko. It stars Femi Jacobs, Kunle Remi, Ego Nwosu and Michael Ejoor. Everybody has skeletons in their closets. But ...                See full summary »",Muyiwa Aluko,2021,"https://m.media-amazon.com/images/M/MV5BMWNkZGZjM2YtMzgxNC00MDVkLWJmNzQtYjliOGM4ZTUwNjVhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Becoming of Obim,"Drama, Fantasy","A grieving teenage girl becomes a caregiver to her widowed father, but her life changes when she meets a mysterious woman.",Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BZjdhMzI0ZTAtN2Y4ZC00NTYwLTk2MDQtZjFjMmFkM2Q5NjdjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Cokers,Comedy,,Muhydeen S. Ayinde,2021,"https://m.media-amazon.com/images/M/MV5BMDU1MzFhMjUtYzdlOS00ZGRhLTlkNGEtMzgyZTkyNDA1YmI5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Love Language,Romance,,Emeka Madu,2022,"https://m.media-amazon.com/images/M/MV5BN2NkNWM4NDUtYTVmMS00MWFmLTljZjUtNjNjYzMzNzU5ZGI4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Shrine Girl,"Comedy, Drama",A dishonest village girl and a struggling artist form a bond under the most unlikely circumstances.,Okey Ifeanyi,2020,"https://m.media-amazon.com/images/M/MV5BN2ZhNjliNTEtYzUwMy00ODUwLWE5MjItMzU3OGVkMTc4MmMzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR17,0,67,98_AL_.jpg"
Olawura,Drama,,Seun Afolabi,2022,"https://m.media-amazon.com/images/M/MV5BZjViZDViMzQtNmUzMi00NTFlLWE3Y2QtNTgwNmU5ZTYxY2UwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
April,Drama,"Iyke returns home to his wife and child after spending years abroad, but with a surprise in tow.",Chidi Anyanwu Chidox, 2022,"https://m.media-amazon.com/images/M/MV5BNmQyODlmMGUtZTQ5Ni00ZDg4LTlkODgtYjMzZWQyODkwMDhlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Open Secret,Drama,"In desperation, Monife swapped her daughter with someone's son at birth. Now her secret is about to be exposed.",Mykel Ajaere,2021,"https://m.media-amazon.com/images/M/MV5BN2NkZjg4M2MtYzZkZS00YTY2LWFjYWItYzczMTRjOWZiMDFmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Looking for Baami,"Comedy, Drama","A young woman's search for her father leads her to a successful man, who has no recollection of ever fathering a child.",Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BZGJjMTc1MmEtODMzNS00ODI5LWFjNzAtZjExMDE0MmI0OWQyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
City Hustlers,Comedy,,Asuelime Ojie Eniola,2022,"https://m.media-amazon.com/images/M/MV5BNTUyNWZkNzEtODU0NS00OTE1LWIyNzEtMTVjN2E2NzM3YjE0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Black Friday,Drama,"After a momentary lapse in judgment, Morris is trapped in the grip of a blackmailer.",Ozioma B. Nwughala, 2021,"https://m.media-amazon.com/images/M/MV5BM2E4YzQ2YzUtY2IyNS00Njg0LTkxMGItMzYxYWI2OTI1ZTI0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
When love dies,Drama,,Okey-Zubelu Okoh,2019,"https://m.media-amazon.com/images/M/MV5BNWRkMWRmOWEtMGQxNy00ZmIwLTljZmEtNWQ1NjI4YzhlMWRiXkEyXkFqcGdeQXVyMTM4ODc5NTAx._V1_UY98_CR3,0,67,98_AL_.jpg"
Special Friends,Drama,,Uyoyou Adia,2022,"https://m.media-amazon.com/images/M/MV5BZTQxYTc5NzctNjA0Ni00ODZjLWExOWQtNjUzNjc5OWRjYzQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Stillborn,Drama,A man deals with the trauma of having witnessed his wife's sexual abuse.,Emmanuel Akaemeh,2020,"https://m.media-amazon.com/images/M/MV5BYjcyZTNhM2MtZDkzZi00MjVjLWI4MGEtYWIyZmMwYmJiMWU2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Happy Ending,Drama,"After a newlywed man has an accident that confines him to a wheelchair, his wife must fight the temptation to break her marriage vows.",Emmanuel Anyaka, 2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Imperfect,Romance,,Munachi Abii, 2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
The Confessor,Drama,"After the murder and rape of his sister, the only surviving member of his family. Rev. Frank loses his faith and undergoes a personal transformation.",Chibuike Ibe,2019,"https://m.media-amazon.com/images/M/MV5BMTcxNTA1NDItNTZlMS00OWM1LTgyMjUtMmE4MWFlYmQ1MGU4XkEyXkFqcGdeQXVyMTEwOTgxNDg1._V1_UY98_CR1,0,67,98_AL_.jpg"
Boiling Point,Drama,,Okey Ifeanyi, 2021,"https://m.media-amazon.com/images/M/MV5BNjVjMzdhNGMtYzA2Zi00NzYxLWI0ZWYtMWMwZTUxOGZhMmMwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Trump Card,Drama,"When a fast-rising hardworking young man is promoted at work, everything else begins to fall apart, including his relationship. He just might have been set up, but by whom?",Kayode Peters,2021,"https://m.media-amazon.com/images/M/MV5BYzE0ODBlOTQtZmYxZi00ZjE3LTllOTMtOGY1ZjU0YTA4NzYwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Debt,Drama,"To repay a family debt, Peace opts for a life of servitude to a dreaded village tout, hoping it will be enough to buy her father's freedom.",Great Valentine Edochie, 2021,"https://m.media-amazon.com/images/M/MV5BN2JkYjI1YjEtYWJjZC00ZGY4LTkyMDYtMTViNmI2YmUzODI0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Oosa Aafin,Drama,,Akinkongi,2022,"https://m.media-amazon.com/images/M/MV5BNmM1YTgzMjMtYjIwMC00ZmE4LWIxMWQtMDJjMzNhOGE1NDQzXkEyXkFqcGdeQXVyNjU2NDU3OTY@._V1_UY98_CR53,0,67,98_AL_.jpg"
1929: Women War,"Drama, History",,Moses Eskor,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
President Kuti,Drama,,Tope Adebayo,2021,"https://m.media-amazon.com/images/M/MV5BN2RlZmU2YzMtNzZmZi00Y2Q5LWI2ZjYtOWU1YjVhMDkxOTYyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Last Touch,Romance,"Tracee falls for Tayo after a heroic act, but something much deeper stands in the way of their relationship.",Muyiwa Aluko,2021,"https://m.media-amazon.com/images/M/MV5BM2U1MDlmNmYtMWIwMS00NGQ3LWFmOTktZGRkZTMzNWU3YmQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Bouquet and Everything After,"Comedy, Drama",A woman gets tired of being a bridesmaid to all her friends with no husband of her own.,Desmond Elliot,2021,"https://m.media-amazon.com/images/M/MV5BZGMwNWM0MjAtMGFlNS00ZDM5LWI2OGMtNGIyN2Y1YWQ3ZTQ3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
A Thousand Ways to Break a Cheating Man,Comedy,A woman tries to trick her unfaithful man into changing his ways by getting pregnant.,Kayode Kasum,2020,"https://m.media-amazon.com/images/M/MV5BNTIyODI5N2UtM2ZlYy00ZjY2LWE4ODItNDZjMDhiY2JmYjYwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Truth & Tidings,Drama,Three ladies embroiled in a never-ending sibling rivalry for the love of a woman who turns out not to be the mother of any of them are left in a quagmire as the splinter of truth lurking in...                See full summary »,Emeka Bishop Nwabunze,2019,"https://m.media-amazon.com/images/M/MV5BYWUxNWZhZGMtY2RhZi00MDExLWEwNWQtODlmN2VmMWEwMTBlXkEyXkFqcGdeQXVyMjUwNDcwMDQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
Survival of Jelili,Comedy,"The film is based on Jelili, a young man who aspires to seek social status and changes his jobs ranging from boxing to modelling.",Desmond Elliot,2019,"https://m.media-amazon.com/images/M/MV5BNTcyYzU1YTktZmVmMS00M2IxLTgyM2QtYTYzMjE5ZTNiMjVkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Loud: Live Out Ur Dream,"Drama, Musical",,Umanu Elijah,2020,"https://m.media-amazon.com/images/M/MV5BNmM4M2UwYzQtZmU1NS00N2NiLWFkMjUtZWU2OGQ2YTg2YzBkXkEyXkFqcGdeQXVyMTI4NTYyMzkz._V1_UY98_CR7,0,67,98_AL_.jpg"
Carpe Diem,Drama,,Biodun Stephen, 2021,"https://m.media-amazon.com/images/M/MV5BNDdjMTJmNjQtZTRlNy00Y2NiLWFmYWItOTE4NDZmODcwYzI4XkEyXkFqcGdeQXVyODI4NjM3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
Room Hate,Drama,A young couple madly in love get separated by circumstances beyond their control. They meet again after eight years in a very unusual way.,Great Valentine Edochie,2020,"https://m.media-amazon.com/images/M/MV5BZmJjYjBhZWUtNTlkZi00ZDBiLTg5MDgtODc4YzNjYWQ0OTIyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Reunion (Fojo Media),Drama,"Four friends from high school re-unite to plan the 50th anniversary of their alma mater. As the battle of superiority stirs up and issues from the past are revisited, secrets are revealed ...                See full summary »",Thomas Odia,2019,"https://m.media-amazon.com/images/M/MV5BYTZmODBiZWQtNjM0MS00NzVhLWE5YjktNjRhM2E0YWMwMjdlXkEyXkFqcGdeQXVyMTA0ODMwMzQw._V1_UY98_CR1,0,67,98_AL_.jpg"
Sweet Revenge,Drama,"After catching her husband cheating, a woman plots the perfect revenge.",Okoliagu Onyebuchi, 2021,"https://m.media-amazon.com/images/M/MV5BZWQ5OGM4NmItOGQwMC00MWQ5LWEzNTctNmU0MjI3ZWI0MmM1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Saving Rose,Drama,,Chidi Anyanwu Chidox,2021,"https://m.media-amazon.com/images/M/MV5BOGMxMzg1M2MtMzQwZi00MzY2LTg3YTYtN2E0OWM1ZWE4ZDFhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR53,0,67,98_AL_.jpg"
"My Wife, My Trouble",Drama,,Afeez Abiodun,2022,"https://m.media-amazon.com/images/M/MV5BZmM3Y2YxNDYtOGVlYi00OGFjLTgzNjYtNzQ1MzEwMjk0YzE4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Ikemefuna,Drama,"The joy of motherhood is stripped from her, but hell hath no fury.",Dimeji Ajibola,2021,"https://m.media-amazon.com/images/M/MV5BYjAwMzIyYTgtOWU2Mi00MDQ5LWFkNGYtOGM4NDUwNTU1YWNjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Thirty Pieces of Silver,"Action, Drama","Detective Shola (Nse Ikpe-Etim) knows it will be a career-high to finally pin down the ruthless Chief Boga (Jide Kosoko), a drug lord with a history of evading arrest and a reputation for ...                See full summary »",Robert Peters,2020,"https://m.media-amazon.com/images/M/MV5BM2RiNDY4ODMtZjMxYi00YTlhLTk5NjYtMmY0NTY4YmVkZGNiXkEyXkFqcGdeQXVyOTQxNTQwNDM@._V1_UY98_CR1,0,67,98_AL_.jpg"
The Final List,"Comedy, Drama","After getting engaged, Idara is in a dilemma as her father's family refuses to support the marriage unless her fiancé provides all the outrageous items listed for her traditional marriage rites.",Uche Agbo,2019,"https://m.media-amazon.com/images/M/MV5BMjEwYjA0ZWYtYjY0OC00MDZhLTk0MjctOGE1YzZkZWViNmU2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Mimi,Comedy,A spoiled rich girl is sent to live in the ghetto to learn how the other half lives.,Samuel Olatunji, 2021,"https://m.media-amazon.com/images/M/MV5BYzVhNjA4MzctYjI1MC00NDZhLWFjZDMtOGY5N2U0NWRjM2I0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Last Request,Drama,A dying man has a last request. His request sends his family into disarray as he begins to find solution.,James Abinibi,2019,"https://m.media-amazon.com/images/M/MV5BYTQ4MDNiOTktZmEyOS00NmQzLWFmOWEtNmI5OWNhYjMyOWE4XkEyXkFqcGdeQXVyODk1MjQ5NzM@._V1_UY98_CR5,0,67,98_AL_.jpg"
First Choice,Drama,"While shopping for a wedding dress, Moji reunites with an old friend, leading to tough choices.",Tom Robson,2021,"https://m.media-amazon.com/images/M/MV5BZjZhMjBhZDktNGZiZC00NGE4LWIzOWUtOTg5ODRkNWUzZjcxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Blind Stranger,Drama,"A blind man and his friend arrive in a certain kingdom, seeking shelter and food but with a hidden noble mission.",Dimeji Ajibola,2022,"https://m.media-amazon.com/images/M/MV5BZDNkNzA3YjktYzU0My00ZmE2LWFmMzMtNjhhMWM4YTU4OWVhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR13,0,67,98_AL_.jpg"
Izoduwa,Drama,"An impostor sits on the throne of the Enogie, an authority that wields so much power beyond her comprehension.",Kabat Esosa Egbon,2021,"https://m.media-amazon.com/images/M/MV5BY2M2MzhkNjQtNDM5Yi00YTNlLTljOWUtNTI3ZmQ5M2MxMWQ2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR12,0,67,98_AL_.jpg"
Sunset,Drama,,Victor Iyke,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Dear Sister,Drama,Twin sisters love for each other is threatened when a dark secret from the past seeks to destroy the love the family shares. All suddenly is not what it seems. Lies told to protect the family is about to destroy them.,Ernest Obi, 2021,"https://m.media-amazon.com/images/M/MV5BOWZmNTNmNzMtMzQyNi00NGZlLThhNzUtMjhmZGI2MTIwYmZjXkEyXkFqcGdeQXVyMTE5MjM1NDQy._V1_UY98_CR1,0,67,98_AL_.jpg"
Money and Blood,Drama,,Austin Faani Ikechukwu,2022,"https://m.media-amazon.com/images/M/MV5BMmUxNWE1OTMtYWY4Yi00NmEzLWE1NTktNzdlYzhiZWEzNTM0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR17,0,67,98_AL_.jpg"
Dawn at Midnight,Drama,A struggling couple finally find hope after an unprecedented event forces Bimpe to return home with an offer letter for her husband.,Kabat Esosa Egbon,2022,"https://m.media-amazon.com/images/M/MV5BZmY4NGE5YjYtMzIyNy00ZTgwLWEzMmQtYThjMzNhZDI4MGNlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Unwilling,Comedy,A spoiled heir must fulfill a clause in his late grandfather's will before he takes charge of his inheritance.,Uduak-Obong Patrick,2021,"https://m.media-amazon.com/images/M/MV5BZjdjMTczNmQtYTlhMi00MzU3LWFlNTEtMGVlYTliMDFiN2NhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ikemba,Drama,"Ikemba movie is about happenings in Africa. If you observe, the colonial masters are still around, they like to cause chaos whenever they intend to get something from Africa. Ikemba is ...                See full summary »",Godwin Onwuneme Obiora,2022,"https://m.media-amazon.com/images/M/MV5BOGI1Yzg3ZGEtMjg0Yi00NTY4LWEzNWQtZmQyYmJiNDU4MWIwXkEyXkFqcGdeQXVyMTEzNTI1NDg0._V1_UY98_CR1,0,67,98_AL_.jpg"
